year,month,date,customer_id,acquisition_channel,signup_source,region,customer_tier,plan_price,discount_rate,arpu,gross_margin,churn_rate,contract_length_months,marketing_spend
2023,1,Jan-23,1020,meta_ads,mobile_app,North America,Pro,197.22,0,181.95,0.76,0.028,12,363.98
2023,1,Jan-23,1021,google_ads,web,Europe,Enterprise,455.9,0.1,444.76,0.85,0.0581,1,447.83
2023,1,Jan-23,1022,outbound_sales,mobile_app,North America,Pro,193.01,0,164.35,0.77,0.0846,1,209.12
2023,1,Jan-23,1023,google_ads,web,North America,Pro,131.54,0.2,112.21,0.8,0.0754,1,416.36
2023,1,Jan-23,1024,meta_ads,mobile_app,Middle East,Pro,138.31,0.1,139.64,0.82,0.0823,1,367.74
2023,1,Jan-23,1025,google_ads,web,North America,Enterprise,370.6,0,319.86,0.9,0.064,1,446.02
2023,1,Jan-23,1026,outbound_sales,web,LatAm,Basic,70.41,0,71.94,0.9,0.0653,1,181.45
2023,1,Jan-23,1027,google_ads,partner,North America,Basic,68.73,0.1,65.49,0.84,0.0808,1,458.81
2023,1,Jan-23,1028,meta_ads,partner,Europe,Pro,131.26,0,116.95,0.86,0.0648,1,341.58
2023,1,Jan-23,1029,meta_ads,web,Middle East,Pro,99.52,0,90.39,0.76,0.0525,1,390.59
2023,1,Jan-23,1030,organic_search,mobile_app,North America,Enterprise,400.61,0.2,317.18,0.83,0.0795,1,42.96
2023,1,Jan-23,1031,outbound_sales,mobile_app,APAC,Pro,152.71,0,153.73,0.87,0.0811,1,175.12
2023,1,Jan-23,1032,google_ads,mobile_app,Europe,Enterprise,240.51,0,274.39,0.86,0.0699,1,392.02
2023,1,Jan-23,1033,meta_ads,partner,North America,Pro,195.26,0.2,152.85,0.85,0.0958,1,343.95
2023,1,Jan-23,1034,outbound_sales,mobile_app,North America,Basic,82.01,0,85.41,0.83,0.0187,12,213.8
2023,1,Jan-23,1035,organic_search,mobile_app,Europe,Basic,55.01,0,48.67,0.76,0.0928,1,53.05
2023,1,Jan-23,1036,outbound_sales,mobile_app,APAC,Basic,72.67,0,71.9,0.85,0.0975,1,223.2
2023,1,Jan-23,1037,outbound_sales,partner,North America,Enterprise,349.94,0,354.07,0.85,0.0289,12,226.66
2023,1,Jan-23,1038,outbound_sales,partner,APAC,Pro,156.34,0,154.38,0.83,0.0177,12,227.67
2023,1,Jan-23,1039,meta_ads,partner,North America,Basic,59.73,0.1,45.99,0.76,0.0114,12,330.99
2023,1,Jan-23,1040,meta_ads,mobile_app,North America,Pro,125.07,0.2,88.59,0.85,0.0275,12,374.68
2023,1,Jan-23,1041,google_ads,web,North America,Pro,141.35,0.2,129.72,0.81,0.0888,1,380.9
2023,1,Jan-23,1042,meta_ads,web,North America,Enterprise,424.26,0,390.94,0.81,0.0748,1,338.41
2023,1,Jan-23,1043,google_ads,partner,North America,Basic,94.27,0,89.16,0.89,0.0215,12,415.82
2023,1,Jan-23,1044,google_ads,web,North America,Basic,76.69,0,82.5,0.87,0.0118,12,399.33
2023,1,Jan-23,1045,organic_search,mobile_app,Europe,Basic,85.85,0,82.01,0.77,0.0881,1,51.77
2023,1,Jan-23,1046,google_ads,mobile_app,North America,Basic,60.13,0,65.94,0.86,0.0542,1,458.4
2023,1,Jan-23,1047,outbound_sales,web,Europe,Basic,96.36,0,99.02,0.8,0.0196,12,192.68
2023,1,Jan-23,1048,organic_search,partner,North America,Enterprise,232.36,0.2,172.15,0.81,0.087,1,54.01
2023,1,Jan-23,1049,organic_search,web,APAC,Enterprise,374.01,0.1,326.53,0.82,0.0764,1,49.05
2023,1,Jan-23,1050,meta_ads,web,LatAm,Basic,65.13,0.1,66.08,0.89,0.0848,1,305.42
2023,1,Jan-23,1051,organic_search,web,North America,Enterprise,335.36,0,355.17,0.81,0.0283,12,56.88
2023,1,Jan-23,1052,outbound_sales,mobile_app,Europe,Basic,62.87,0.1,54.69,0.78,0.068,1,185.6
2023,1,Jan-23,1053,organic_search,mobile_app,North America,Basic,64.48,0,68.05,0.77,0.0265,12,56.75
2023,1,Jan-23,1054,outbound_sales,web,Middle East,Pro,107.27,0.1,107.15,0.76,0.0688,1,218.63
2023,1,Jan-23,1055,outbound_sales,partner,North America,Basic,86.48,0,98.67,0.88,0.0194,12,194.89
2023,1,Jan-23,1056,google_ads,web,North America,Pro,168.17,0,193.38,0.9,0.0884,1,453.37
2023,1,Jan-23,1057,meta_ads,partner,North America,Pro,119.5,0,135.78,0.84,0.0836,1,362.4
2023,1,Jan-23,1058,outbound_sales,partner,North America,Pro,148.82,0.1,144.88,0.83,0.021,12,203.66
2023,1,Jan-23,1059,meta_ads,partner,Europe,Enterprise,207.63,0.2,180.29,0.85,0.0281,12,362.31
2023,1,Jan-23,1060,meta_ads,mobile_app,Middle East,Pro,138.22,0.2,97.01,0.86,0.0725,1,393.1
2023,1,Jan-23,1061,meta_ads,partner,Europe,Basic,96.48,0.1,97.94,0.82,0.073,1,400.4
2023,1,Jan-23,1062,google_ads,mobile_app,Europe,Enterprise,372.89,0.2,260.35,0.77,0.0576,1,356.66
2023,1,Jan-23,1063,outbound_sales,web,APAC,Enterprise,353.57,0.1,327.94,0.78,0.0169,12,190.86
2023,1,Jan-23,1064,meta_ads,web,Europe,Basic,72.04,0.1,72.5,0.77,0.0661,1,307.19
2023,1,Jan-23,1065,organic_search,web,Africa,Pro,114.7,0,97.58,0.88,0.0799,1,57.29
2023,1,Jan-23,1066,organic_search,partner,LatAm,Pro,160.83,0.2,129.87,0.86,0.0574,1,44.5
2023,1,Jan-23,1067,organic_search,partner,APAC,Enterprise,358.63,0,398.14,0.8,0.0552,1,53.56
2023,1,Jan-23,1068,outbound_sales,mobile_app,Middle East,Basic,59.57,0.1,54.18,0.78,0.0737,1,191.31
2023,1,Jan-23,1069,google_ads,web,Europe,Enterprise,420.05,0.2,360.78,0.81,0.0642,1,383.57
2023,1,Jan-23,1070,meta_ads,mobile_app,North America,Enterprise,494.95,0,559.35,0.75,0.0683,1,348.72
2023,1,Jan-23,1071,meta_ads,partner,North America,Pro,116.34,0.2,102.63,0.76,0.0848,1,402.21
2023,1,Jan-23,1072,meta_ads,mobile_app,Middle East,Enterprise,458.65,0.1,471.62,0.82,0.0264,12,372.94
2023,1,Jan-23,1073,organic_search,mobile_app,North America,Basic,58.35,0.1,55.84,0.78,0.0206,12,53.11
2023,1,Jan-23,1074,meta_ads,mobile_app,Middle East,Enterprise,478.6,0,483.28,0.76,0.0567,1,304.15
2023,1,Jan-23,1075,outbound_sales,mobile_app,Europe,Pro,107.79,0.2,90.93,0.86,0.0736,1,194.71
2023,1,Jan-23,1076,meta_ads,partner,LatAm,Pro,173.6,0.1,138.63,0.86,0.0136,12,304.48
2023,1,Jan-23,1077,outbound_sales,mobile_app,North America,Basic,55.99,0,60.2,0.87,0.0137,12,184.14
2023,1,Jan-23,1078,meta_ads,mobile_app,LatAm,Basic,92.86,0,97.96,0.82,0.028,12,363.03
2023,1,Jan-23,1079,google_ads,partner,Europe,Basic,60.61,0,58.64,0.83,0.0615,1,405.14
2023,1,Jan-23,1080,meta_ads,mobile_app,Europe,Enterprise,299.47,0.2,266.79,0.82,0.0215,12,402.26
2023,1,Jan-23,1081,google_ads,web,APAC,Enterprise,422.18,0.1,346.28,0.86,0.0877,1,352.35
2023,1,Jan-23,1082,google_ads,partner,Europe,Basic,55.37,0.2,48.25,0.77,0.0861,1,426.4
2023,1,Jan-23,1083,organic_search,partner,Africa,Pro,124.18,0,136.35,0.89,0.0614,1,48.85
2023,1,Jan-23,1084,meta_ads,mobile_app,Middle East,Pro,157.62,0.1,124.87,0.79,0.0219,12,308.23
2023,1,Jan-23,1085,outbound_sales,web,LatAm,Enterprise,244.76,0.2,202.08,0.81,0.0287,12,225.53
2023,1,Jan-23,1086,organic_search,web,North America,Basic,57.28,0.1,56.77,0.8,0.0614,1,51.62
2023,1,Jan-23,1087,organic_search,web,APAC,Pro,179.29,0,184.87,0.77,0.0932,1,56.34
2023,1,Jan-23,1088,organic_search,mobile_app,Europe,Enterprise,334.67,0.2,230.21,0.89,0.0789,1,44.98
2023,1,Jan-23,1089,google_ads,web,Europe,Enterprise,282.28,0.1,216.94,0.85,0.0981,1,357.84
2023,1,Jan-23,1090,meta_ads,mobile_app,North America,Basic,58.22,0.2,47.91,0.76,0.0142,12,391.8
2023,1,Jan-23,1091,outbound_sales,mobile_app,North America,Basic,67.89,0.2,47.24,0.87,0.0762,1,196.45
2023,1,Jan-23,1092,meta_ads,mobile_app,Middle East,Enterprise,229.89,0,200.61,0.86,0.0949,1,352.79
2023,1,Jan-23,1093,google_ads,partner,LatAm,Pro,185.7,0,188.58,0.79,0.0753,1,411.41
2023,1,Jan-23,1094,google_ads,partner,Middle East,Enterprise,394.82,0.2,336.78,0.87,0.0221,12,436.82
2023,1,Jan-23,1095,outbound_sales,web,North America,Pro,128.31,0.1,98.61,0.76,0.0513,1,180.89
2023,1,Jan-23,1096,outbound_sales,web,Europe,Pro,190.06,0,181.04,0.79,0.0795,1,186.08
2023,1,Jan-23,1097,google_ads,web,Europe,Pro,135.28,0,126.94,0.89,0.0128,12,444.22
2023,1,Jan-23,1098,outbound_sales,partner,APAC,Basic,73.24,0,68.16,0.83,0.0152,12,178.36
2023,1,Jan-23,1099,organic_search,mobile_app,LatAm,Pro,189.06,0.1,158.53,0.75,0.0124,12,51.15
2023,1,Jan-23,1100,meta_ads,mobile_app,Middle East,Basic,73.87,0.2,52.12,0.77,0.0633,1,374.38
2023,1,Jan-23,1101,meta_ads,web,Africa,Enterprise,370.99,0,361.95,0.81,0.0523,1,314.96
2023,1,Jan-23,1102,organic_search,web,North America,Enterprise,272.6,0,300.17,0.82,0.0244,12,51.66
2023,1,Jan-23,1103,meta_ads,mobile_app,Europe,Pro,112.5,0,104.73,0.83,0.0921,1,386.37
2023,1,Jan-23,1104,organic_search,web,North America,Basic,87.55,0,83.46,0.8,0.0852,1,51.47
2023,1,Jan-23,1105,google_ads,partner,North America,Pro,178.94,0.2,133.37,0.84,0.0546,1,450.08
2023,1,Jan-23,1106,google_ads,web,LatAm,Enterprise,355.39,0.1,363.81,0.86,0.0252,12,426.89
2023,1,Jan-23,1107,outbound_sales,mobile_app,LatAm,Pro,147.94,0.2,125.21,0.76,0.0109,12,205.3
2023,1,Jan-23,1108,google_ads,partner,Middle East,Pro,190.55,0.1,151.97,0.86,0.0558,1,390.61
2023,1,Jan-23,1109,google_ads,mobile_app,APAC,Enterprise,335.54,0.2,294.92,0.76,0.0615,1,354.47
2023,1,Jan-23,1110,meta_ads,partner,Africa,Pro,171.48,0.2,129.58,0.83,0.0164,12,363.22
2023,1,Jan-23,1111,outbound_sales,web,Middle East,Pro,140.75,0.2,125.1,0.75,0.0206,12,226.34
2023,1,Jan-23,1112,organic_search,partner,LatAm,Basic,87.36,0,75.24,0.82,0.0636,1,48.47
2023,1,Jan-23,1113,meta_ads,web,Europe,Basic,85.61,0,75.61,0.8,0.0648,1,322.03
2023,1,Jan-23,1114,google_ads,web,LatAm,Enterprise,327.33,0,316.69,0.77,0.026,12,371.08
2023,1,Jan-23,1115,outbound_sales,mobile_app,LatAm,Enterprise,482.42,0.2,432.68,0.9,0.0113,12,194.09
2023,1,Jan-23,1116,google_ads,partner,North America,Enterprise,352.81,0.1,274.37,0.81,0.0979,1,439.14
2023,1,Jan-23,1117,google_ads,web,Middle East,Enterprise,464.14,0.2,382.15,0.83,0.0758,1,398.94
2023,1,Jan-23,1118,google_ads,partner,APAC,Pro,161.29,0,163.08,0.84,0.0546,1,445.3
2023,1,Jan-23,1119,organic_search,partner,North America,Basic,51.22,0.1,51.11,0.87,0.021,12,43.8
2023,1,Jan-23,1120,outbound_sales,partner,North America,Enterprise,416.03,0.1,378.09,0.89,0.0947,1,229.49
2023,1,Jan-23,1121,meta_ads,web,Europe,Basic,94.33,0.2,72.02,0.85,0.0634,1,389.76
2023,1,Jan-23,1122,organic_search,web,North America,Basic,65.7,0,69.59,0.85,0.0251,12,44.88
2023,1,Jan-23,1123,organic_search,web,APAC,Enterprise,462.72,0.1,370.08,0.8,0.0132,12,54.77
2023,1,Jan-23,1124,meta_ads,web,Europe,Enterprise,256.94,0,265.95,0.9,0.0152,12,364.07
2023,1,Jan-23,1125,outbound_sales,web,APAC,Pro,127.33,0.2,103.13,0.89,0.0816,1,225.92
2023,1,Jan-23,1126,google_ads,mobile_app,LatAm,Pro,193.73,0,209.48,0.86,0.0529,1,348.96
2023,1,Jan-23,1127,meta_ads,mobile_app,LatAm,Enterprise,489.66,0.2,348.26,0.86,0.0511,1,331.48
2023,1,Jan-23,1128,organic_search,partner,North America,Enterprise,332.77,0.1,296.67,0.89,0.0927,1,50.41
2023,1,Jan-23,1129,google_ads,web,North America,Pro,176.28,0.1,141.11,0.88,0.0106,12,427.75
2023,1,Jan-23,1130,organic_search,web,Middle East,Pro,175.01,0,200.42,0.81,0.0146,12,45.7
2023,1,Jan-23,1131,outbound_sales,web,Africa,Pro,185.44,0.2,169.19,0.78,0.0255,12,216.26
2023,1,Jan-23,1132,meta_ads,mobile_app,APAC,Enterprise,438.04,0,492.16,0.9,0.0731,1,297.63
2023,1,Jan-23,1133,organic_search,web,Middle East,Basic,59.03,0,53.02,0.85,0.0795,1,49
2023,1,Jan-23,1134,outbound_sales,web,North America,Basic,52.62,0.1,47.07,0.84,0.0847,1,221.61
2023,1,Jan-23,1135,meta_ads,web,North America,Pro,173.92,0,160.46,0.9,0.0749,1,362.41
2023,1,Jan-23,1136,outbound_sales,web,Middle East,Pro,131.65,0.1,119.7,0.88,0.0912,1,191.47
2023,1,Jan-23,1137,organic_search,mobile_app,LatAm,Pro,167.95,0.1,165.73,0.76,0.029,12,44.36
2023,1,Jan-23,1138,organic_search,mobile_app,Middle East,Basic,51.6,0,54.84,0.88,0.026,12,47.59
2023,1,Jan-23,1139,organic_search,partner,North America,Pro,180.73,0.1,161.73,0.76,0.0719,1,53.37
2023,1,Jan-23,1140,outbound_sales,partner,Africa,Basic,92.59,0.1,79.06,0.82,0.0274,12,196.02
2023,1,Jan-23,1141,outbound_sales,partner,North America,Pro,170.92,0.1,146.09,0.83,0.0541,1,194.2
2023,1,Jan-23,1142,google_ads,web,Europe,Enterprise,276.3,0,306.83,0.86,0.0185,12,381.51
2023,1,Jan-23,1143,outbound_sales,mobile_app,LatAm,Pro,185.7,0,182.28,0.86,0.0937,1,224.04
2023,1,Jan-23,1144,meta_ads,partner,North America,Enterprise,284.16,0,259.49,0.84,0.0247,12,311.31
2023,1,Jan-23,1145,outbound_sales,mobile_app,North America,Pro,196.14,0.2,152.82,0.76,0.0549,1,194.3
2023,1,Jan-23,1146,meta_ads,partner,Europe,Pro,108.53,0,104.98,0.9,0.0828,1,331.64
2023,1,Jan-23,1147,outbound_sales,web,North America,Enterprise,269.82,0.2,212.1,0.8,0.0835,1,178.75
2023,1,Jan-23,1148,google_ads,partner,LatAm,Basic,57.35,0,59.17,0.8,0.0891,1,424.65
2023,1,Jan-23,1149,outbound_sales,partner,APAC,Enterprise,232.58,0.1,239.88,0.77,0.0526,1,208.4
2023,1,Jan-23,1150,organic_search,mobile_app,North America,Enterprise,293.85,0,301.31,0.85,0.074,1,52.79
2023,1,Jan-23,1151,meta_ads,mobile_app,Europe,Basic,92.4,0.2,68.47,0.83,0.0766,1,310.7
2023,1,Jan-23,1152,meta_ads,web,North America,Pro,119.19,0.2,85.69,0.78,0.0131,12,322.13
2023,1,Jan-23,1153,organic_search,mobile_app,North America,Basic,90.91,0.1,78.73,0.75,0.0915,1,55.47
2023,1,Jan-23,1154,google_ads,partner,LatAm,Pro,190.87,0,174.59,0.85,0.0826,1,352.79
2023,1,Jan-23,1155,outbound_sales,mobile_app,LatAm,Pro,130.81,0,127.16,0.88,0.0213,12,214.31
2023,1,Jan-23,1156,outbound_sales,mobile_app,Europe,Pro,191.57,0.2,167.41,0.86,0.0187,12,219.07
2023,1,Jan-23,1157,outbound_sales,mobile_app,Europe,Basic,65.42,0,62.8,0.81,0.0178,12,196.92
2023,1,Jan-23,1158,google_ads,web,Europe,Pro,106.32,0.2,76.6,0.85,0.02,12,405.08
2023,1,Jan-23,1159,outbound_sales,mobile_app,Europe,Basic,89.69,0,86.47,0.81,0.0767,1,206.47
2023,1,Jan-23,1160,outbound_sales,partner,APAC,Pro,170.55,0.2,116.72,0.78,0.0824,1,223.88
2023,1,Jan-23,1161,google_ads,partner,Europe,Basic,72.96,0.2,51.39,0.82,0.0642,1,376.87
2023,1,Jan-23,1162,organic_search,partner,Middle East,Pro,160.03,0.1,139.7,0.9,0.0204,12,44.35
2023,1,Jan-23,1163,outbound_sales,mobile_app,APAC,Enterprise,411.71,0,420.02,0.79,0.0197,12,218.36
2023,1,Jan-23,1164,google_ads,web,Middle East,Enterprise,199.78,0.1,197.02,0.88,0.0606,1,413.32
2023,1,Jan-23,1165,meta_ads,web,APAC,Basic,60.84,0,57.23,0.86,0.0234,12,382.5
2023,1,Jan-23,1166,organic_search,mobile_app,Europe,Pro,114.3,0,122.42,0.88,0.0548,1,42.85
2023,1,Jan-23,1167,organic_search,partner,Middle East,Enterprise,268.58,0.1,251.3,0.76,0.0637,1,51.46
2023,1,Jan-23,1168,meta_ads,partner,Europe,Basic,84.88,0,72.55,0.8,0.0221,12,332.91
2023,1,Jan-23,1169,outbound_sales,partner,APAC,Basic,93.71,0.2,72.75,0.81,0.0809,1,196.54
2023,1,Jan-23,1170,outbound_sales,mobile_app,Africa,Enterprise,391.05,0.1,361.74,0.85,0.0728,1,181.42
2023,1,Jan-23,1171,meta_ads,partner,Europe,Pro,154.78,0.1,137.06,0.8,0.0544,1,398.47
2023,1,Jan-23,1172,google_ads,partner,APAC,Enterprise,359.75,0.1,316.27,0.87,0.065,1,457.75
2023,1,Jan-23,1173,organic_search,mobile_app,North America,Enterprise,244.72,0,262.13,0.87,0.0836,1,43.89
2023,1,Jan-23,1174,meta_ads,mobile_app,APAC,Basic,79.42,0.1,64.17,0.76,0.0614,1,333.38
2023,1,Jan-23,1175,google_ads,web,Europe,Basic,76.69,0.2,67.34,0.79,0.0275,12,359.41
2023,1,Jan-23,1176,meta_ads,partner,Middle East,Basic,68.55,0.2,53.15,0.83,0.0235,12,353.41
2023,1,Jan-23,1177,meta_ads,mobile_app,North America,Enterprise,290.4,0,274.94,0.75,0.0612,1,398.02
2023,1,Jan-23,1178,meta_ads,mobile_app,APAC,Basic,72.97,0,82.22,0.82,0.0253,12,315.86
2023,1,Jan-23,1179,organic_search,partner,Europe,Basic,82.32,0.1,64.49,0.75,0.0982,1,50.74
2023,1,Jan-23,1180,outbound_sales,web,LatAm,Pro,126.78,0.2,105.71,0.78,0.023,12,179.12
2023,1,Jan-23,1181,organic_search,web,APAC,Pro,120.18,0.1,124.22,0.76,0.0297,12,46.09
2023,1,Jan-23,1182,organic_search,web,North America,Pro,125.54,0.2,106.22,0.76,0.0998,1,54.71
2023,1,Jan-23,1183,organic_search,web,Middle East,Pro,141.61,0.2,123.22,0.81,0.0171,12,50.38
2023,1,Jan-23,1184,meta_ads,mobile_app,North America,Basic,87.47,0.1,72.79,0.77,0.0895,1,358.63
2023,1,Jan-23,1185,organic_search,mobile_app,North America,Basic,59.76,0,65.75,0.84,0.0532,1,43.14
2023,1,Jan-23,1186,google_ads,partner,North America,Enterprise,335.31,0.2,240.02,0.77,0.0149,12,418.21
2023,1,Jan-23,1187,organic_search,web,Middle East,Basic,71.97,0,81.82,0.77,0.0829,1,56.64
2023,1,Jan-23,1188,meta_ads,web,North America,Pro,102.84,0,112.87,0.82,0.0725,1,321.33
2023,1,Jan-23,1189,google_ads,partner,Europe,Enterprise,230.71,0,226.78,0.76,0.0873,1,419.08
2023,1,Jan-23,1190,organic_search,partner,North America,Basic,74.43,0.1,66.22,0.9,0.0288,12,54.26
2023,1,Jan-23,1191,organic_search,partner,Europe,Basic,82.02,0.1,63.21,0.76,0.0159,12,54.04
2023,1,Jan-23,1192,google_ads,web,Europe,Pro,100.04,0.1,83.57,0.76,0.0196,12,447.5
2023,1,Jan-23,1193,meta_ads,web,North America,Enterprise,492.99,0.1,441.83,0.89,0.0808,1,313.95
2023,1,Jan-23,1194,meta_ads,partner,North America,Pro,121.46,0,116.94,0.83,0.0582,1,326.25
2023,1,Jan-23,1195,outbound_sales,web,Africa,Enterprise,465.08,0,435.21,0.87,0.0269,12,225.14
2023,1,Jan-23,1196,meta_ads,web,APAC,Basic,97.92,0.1,94.17,0.87,0.0135,12,354.73
2023,1,Jan-23,1197,organic_search,web,LatAm,Basic,85.4,0.1,68.37,0.86,0.0143,12,50.09
2023,1,Jan-23,1198,outbound_sales,web,Europe,Basic,78.52,0.2,59,0.83,0.0275,12,208.18
2023,1,Jan-23,1199,outbound_sales,web,North America,Pro,154.8,0,166.03,0.88,0.0597,1,222.79
2023,1,Jan-23,1200,meta_ads,partner,Europe,Basic,85.65,0.2,70.88,0.85,0.0769,1,352.54
2023,1,Jan-23,1201,meta_ads,mobile_app,APAC,Basic,49.55,0,56.36,0.81,0.0574,1,329.59
2023,1,Jan-23,1202,outbound_sales,partner,LatAm,Enterprise,333.58,0.1,335.01,0.84,0.0706,1,211.74
2023,1,Jan-23,1203,google_ads,mobile_app,Middle East,Basic,68.38,0,70.19,0.82,0.0113,12,409.6
2023,1,Jan-23,1204,organic_search,mobile_app,Europe,Pro,179.5,0.2,123.05,0.8,0.013,12,52.93
2023,1,Jan-23,1205,outbound_sales,mobile_app,LatAm,Basic,88.43,0.2,69.47,0.77,0.0717,1,175.32
2023,1,Jan-23,1206,outbound_sales,web,Middle East,Enterprise,428.98,0,484.72,0.85,0.0818,1,217.14
2023,1,Jan-23,1207,organic_search,partner,Europe,Pro,173.72,0.2,141.97,0.84,0.0681,1,47.52
2023,1,Jan-23,1208,google_ads,partner,North America,Pro,157.65,0.1,142.65,0.79,0.0152,12,391.56
2023,1,Jan-23,1209,organic_search,web,APAC,Basic,73.05,0,72.13,0.82,0.054,1,53.42
2023,1,Jan-23,1210,meta_ads,partner,Europe,Basic,49.35,0,44.3,0.84,0.0876,1,366.48
2023,1,Jan-23,1211,outbound_sales,web,North America,Pro,127.22,0.2,94.05,0.89,0.0636,1,215.56
2023,1,Jan-23,1212,meta_ads,web,APAC,Basic,73.38,0.2,51,0.89,0.0766,1,340.67
2023,1,Jan-23,1213,organic_search,mobile_app,APAC,Pro,172.24,0.2,156.95,0.83,0.011,12,48.78
2023,1,Jan-23,1214,outbound_sales,mobile_app,APAC,Pro,196.96,0,206.07,0.78,0.0732,1,228.32
2023,1,Jan-23,1215,outbound_sales,web,North America,Basic,56.56,0.2,41.87,0.88,0.0762,1,176.89
2023,1,Jan-23,1216,meta_ads,mobile_app,Europe,Enterprise,411.35,0,425.28,0.78,0.0186,12,312.3
2023,1,Jan-23,1217,meta_ads,web,Africa,Pro,185.2,0.2,154.87,0.83,0.0756,1,382.17
2023,1,Jan-23,1218,meta_ads,partner,North America,Enterprise,348.18,0.2,309.64,0.83,0.0251,12,299.38
2023,1,Jan-23,1219,outbound_sales,web,Africa,Pro,122.88,0,125.1,0.86,0.0776,1,175.65
2023,1,Jan-23,1220,organic_search,web,Europe,Enterprise,230.64,0.2,202.34,0.81,0.0293,12,45.56
2023,1,Jan-23,1221,meta_ads,web,Middle East,Basic,64.62,0,62.6,0.89,0.0579,1,370.57
2023,1,Jan-23,1222,outbound_sales,mobile_app,Europe,Enterprise,307.93,0.2,229.86,0.9,0.0601,1,181.05
2023,1,Jan-23,1223,google_ads,partner,Europe,Pro,160.53,0.1,159.95,0.77,0.0164,12,458.61
2023,1,Jan-23,1224,google_ads,partner,North America,Pro,162.47,0.1,167.27,0.85,0.0843,1,351.16
2023,1,Jan-23,1225,outbound_sales,web,APAC,Pro,106.94,0,122.13,0.8,0.0959,1,176.64
2023,1,Jan-23,1226,outbound_sales,web,Europe,Enterprise,394.5,0,377.67,0.82,0.0167,12,180.43
2023,1,Jan-23,1227,google_ads,mobile_app,North America,Basic,70.01,0.1,60.13,0.82,0.023,12,414.51
2023,1,Jan-23,1228,meta_ads,web,APAC,Enterprise,452.12,0.2,376.25,0.77,0.0165,12,369.56
2023,1,Jan-23,1229,outbound_sales,partner,North America,Basic,81.76,0,90.03,0.79,0.0239,12,200.76
2023,1,Jan-23,1230,meta_ads,partner,North America,Enterprise,427.95,0,447.61,0.89,0.0253,12,380.29
2023,1,Jan-23,1231,google_ads,partner,North America,Basic,92.71,0.2,75.51,0.77,0.073,1,443.75
2023,1,Jan-23,1232,outbound_sales,mobile_app,Europe,Pro,179.24,0.2,140.06,0.76,0.0284,12,186.8
2023,1,Jan-23,1233,outbound_sales,web,North America,Enterprise,446.81,0.2,390.14,0.75,0.0245,12,188.29
2023,1,Jan-23,1234,organic_search,web,North America,Enterprise,333.95,0.1,266.31,0.76,0.0523,1,51.01
2023,1,Jan-23,1235,outbound_sales,web,APAC,Basic,63.86,0.2,54.62,0.84,0.0939,1,222.64
2023,1,Jan-23,1236,google_ads,mobile_app,Europe,Enterprise,386.85,0,426.09,0.79,0.0634,1,434.7
2023,1,Jan-23,1237,google_ads,partner,Africa,Basic,78.95,0,84.58,0.83,0.0934,1,347.76
2023,1,Jan-23,1238,outbound_sales,web,North America,Enterprise,328.13,0.1,289.52,0.87,0.0279,12,196.6
2023,1,Jan-23,1239,outbound_sales,web,Middle East,Basic,84.13,0.2,67.55,0.77,0.0744,1,209.13
